Español,Frequency,English,Points,Attempts,Successes,Misses
extraordinario,extraordinary,6707,1491,0,0,0
tigre,tiger,6706,1492,0,0,0
fianza,bail,6706,1492,0,0,0
consejos,tips,6705,1492,0,0,0
mostrarte,show you,6703,1492,0,0,0
doctores,Doctors,6703,1492,0,0,0
auténtico,authentic,6702,1493,0,0,0
usamos,We use,6701,1493,0,0,0
romance,Romance,6694,1494,0,0,0
miente,lies,6691,1495,0,0,0
matthew,Matthew,6680,1498,0,0,0
importan,Import,6679,1498,0,0,0
paren,Paren,6678,1498,0,0,0
indio,Indian,6675,1499,0,0,0
increíblemente,incredibly,6674,1499,0,0,0
pierdo,I lose,6670,1500,0,0,0
llevaremos,We will carry,6669,1500,0,0,0
ví,saw,6669,1500,0,0,0
ofrece,offers,6668,1500,0,0,0
seco,dry,6667,1500,0,0,0
willie,Willie,6667,1500,0,0,0
quinn,Quinn,6663,1501,0,0,0
sagrado,sacred,6663,1501,0,0,0
monte,mountain,6661,1502,0,0,0
paris,Paris,6661,1502,0,0,0
discos,discs,6660,1502,0,0,0
louise,Louise,6653,1504,0,0,0
carrie,Carrie,6650,1504,0,0,0
juguetes,toys,6643,1506,0,0,0
cerdos,pigs,6642,1506,0,0,0
enteré,I learned,6642,1506,0,0,0
escapado,I escaped,6640,1507,0,0,0
matarla,kill her,6638,1507,0,0,0
casó,case,6637,1507,0,0,0
ali,Ali,6636,1507,0,0,0
salgas,You go out,6635,1508,0,0,0
pasajeros,passengers,6632,1508,0,0,0
debilidad,weakness,6632,1508,0,0,0
civiles,civilians,6632,1508,0,0,0
corbata,tie,6630,1509,0,0,0
dispuesta,arranged,6630,1509,0,0,0
necesitaré,I will need,6627,1509,0,0,0
cuartel,barracks,6627,1509,0,0,0
cazar,hunt,6622,1511,0,0,0
robando,stealing,6621,1511,0,0,0
convencer,convince,6619,1511,0,0,0
rollo,roll,6618,1512,0,0,0
pescar,fishing,6618,1512,0,0,0
mezcla,mix,6617,1512,0,0,0
parejas,Couples,6614,1512,0,0,0
condicional,conditional,6614,1512,0,0,0
giro,turn,6614,1512,0,0,0
bonitas,Nice,6613,1513,0,0,0
necesites,You need,6612,1513,0,0,0
molestar,annoy,6607,1514,0,0,0
amantes,lovers,6607,1514,0,0,0
gris,grey,6607,1514,0,0,0
zoe,Zoe,6603,1515,0,0,0
pedimos,We ask,6602,1515,0,0,0
refuerzos,reinforcement,6600,1516,0,0,0
josé,José,6599,1516,0,0,0
colgar,hang,6599,1516,0,0,0
heridos,wounded,6597,1516,0,0,0
arreglo,arrangement,6597,1516,0,0,0
plazo,term,6595,1517,0,0,0
harold,Harold,6593,1517,0,0,0
salvajes,wild,6592,1517,0,0,0
elliot,Elliot,6592,1517,0,0,0
fotografías,Photographs,6592,1517,0,0,0
sintió,felt,6590,1518,0,0,0
hermosas,beautiful,6588,1518,0,0,0
ashley,Ashley,6588,1518,0,0,0
convertir,convert,6585,1519,0,0,0
contarle,tell him,6584,1519,0,0,0
retiro,withdrawal,6584,1519,0,0,0
francis,Francis,6581,1520,0,0,0
gravedad,gravity,6580,1520,0,0,0
importe,amount,6578,1521,0,0,0
lata,can,6577,1521,0,0,0
enseñaré,I will teach,6576,1521,0,0,0
velas,candles,6574,1522,0,0,0
suyos,his,6570,1523,0,0,0
símbolo,symbol,6569,1523,0,0,0
reconocimiento,recognition,6568,1523,0,0,0
típico,typical,6568,1523,0,0,0
ayudas,Aid,6564,1524,0,0,0
regresado,returned,6563,1524,0,0,0
conducta,conduct,6560,1525,0,0,0
lane,lane,6560,1525,0,0,0
ken,Ken,6560,1525,0,0,0
am,A.M,6557,1526,0,0,0
participar,participate,6555,1526,0,0,0
lana,wool,6554,1526,0,0,0
shane,Shane,6553,1527,0,0,0
hacernos,make us,6551,1527,0,0,0
tratan,They treat,6551,1527,0,0,0
vendedor,seller,6549,1527,0,0,0
federales,federal,6549,1527,0,0,0
pudiéramos,We could,6544,1529,0,0,0
diane,Diane,6542,1529,0,0,0
estrés,stress,6541,1529,0,0,0
césar,cease,6540,1530,0,0,0
soltera,single woman,6539,1530,0,0,0
gustará,will like,6536,1530,0,0,0
em,Em,6534,1531,0,0,0
brujas,Bruges,6533,1531,0,0,0
horario,schedule,6532,1531,0,0,0
recuerden,Remember,6528,1532,0,0,0
identificar,identify,6526,1533,0,0,0
hill,HILL,6519,1534,0,0,0
alfombra,rug,6518,1535,0,0,0
perdóneme,excuse me,6518,1535,0,0,0
actores,actors,6514,1536,0,0,0
atractiva,attractive,6512,1536,0,0,0
permítame,let me,6509,1537,0,0,0
desperté,I woke up,6505,1538,0,0,0
salía,It came out,6505,1538,0,0,0
recibiendo,receiving,6505,1538,0,0,0
preciso,accurate,6500,1539,0,0,0
comprendes,You understand,6497,1540,0,0,0
white,White,6495,1540,0,0,0
altos,High,6493,1541,0,0,0
fan,fan,6491,1541,0,0,0
papas,potatoes,6489,1542,0,0,0
anciano,old man,6487,1542,0,0,0
profunda,deep,6486,1542,0,0,0
petróleo,Petroleum,6486,1542,0,0,0
intenciones,intentions,6481,1543,0,0,0
francesa,French,6481,1543,0,0,0
neil,Neil,6473,1545,0,0,0
jin,Jin,6469,1546,0,0,0
rango,range,6468,1547,0,0,0
sombras,shades,6465,1547,0,0,0
malvado,wicked,6463,1548,0,0,0
defender,defend,6461,1548,0,0,0
lleguemos,Let's get,6461,1548,0,0,0
suba,Suba,6459,1549,0,0,0
jaula,cage,6458,1549,0,0,0
watson,Watson,6456,1549,0,0,0
natalie,Natalie,6454,1550,0,0,0
comentarios,comments,6448,1551,0,0,0
dosis,dose,6448,1551,0,0,0
cartel,sign,6445,1552,0,0,0
disparen,They shoot,6444,1552,0,0,0
esperad,wait,6442,1553,0,0,0
cargar,carry,6442,1553,0,0,0
enviaron,They sent,6441,1553,0,0,0
jodida,fucking,6440,1553,0,0,0
seguí,I continued,6440,1553,0,0,0
aproximadamente,approximately,6437,1554,0,0,0
postre,dessert,6435,1555,0,0,0
escala,scale,6432,1555,0,0,0
estudiando,studying,6430,1556,0,0,0
pavo,turkey,6424,1557,0,0,0
origen,origin,6424,1557,0,0,0
considerar,consider,6420,1558,0,0,0
fiel,faithful,6420,1558,0,0,0
diego,Diego,6415,1559,0,0,0
embajador,ambassador,6414,1560,0,0,0
tatuaje,tattoo,6414,1560,0,0,0
población,population,6410,1561,0,0,0
harris,Harris,6409,1561,0,0,0
comes,you eat,6407,1561,0,0,0
llamen,call,6400,1563,0,0,0
horribles,horrible,6398,1563,0,0,0
vampiros,Vampires,6395,1564,0,0,0
dormida,asleep,6393,1565,0,0,0
niveles,levels,6392,1565,0,0,0
largas,long,6390,1565,0,0,0
pandilla,gang,6385,1567,0,0,0
agrada,AGRADA,6384,1567,0,0,0
traigan,Bring,6381,1568,0,0,0
onda,vibe,6380,1568,0,0,0
atrapados,caught up,6379,1568,0,0,0
duque,duke,6379,1568,0,0,0
bajas,low,6374,1569,0,0,0
dejaremos,We will leave,6374,1569,0,0,0
b.,b.,6371,1570,0,0,0
trono,throne,6371,1570,0,0,0
canto,singing,6371,1570,0,0,0
aumento,increase,6371,1570,0,0,0
esconder,hide,6370,1570,0,0,0
políticos,politicians,6370,1570,0,0,0
muertes,deaths,6370,1570,0,0,0
anthony,Anthony,6368,1571,0,0,0
pensabas,You thought,6367,1571,0,0,0
saqué,I took out,6367,1571,0,0,0
taller,workshop,6365,1572,0,0,0
fantástica,Fantastic,6364,1572,0,0,0
practicar,practice,6361,1573,0,0,0
asientos,seating,6361,1573,0,0,0
armado,armed,6360,1573,0,0,0
gibbs,Gibbs,6359,1573,0,0,0
habrán,There will be,6359,1573,0,0,0
considera,considers,6352,1575,0,0,0
atender,attend,6351,1575,0,0,0
ponemos,We put,6350,1575,0,0,0
we,We,6347,1576,0,0,0
consigues,You get,6346,1576,0,0,0
sentados,sitting,6332,1580,0,0,0
costó,cost,6329,1581,0,0,0
soñando,ringing,6325,1582,0,0,0
stanley,Stanley,6325,1582,0,0,0
creó,believe,6324,1582,0,0,0
ayúdenme,help me,6323,1582,0,0,0
juzgado,court,6322,1582,0,0,0
hablarme,Talk to me,6321,1583,0,0,0
janet,Janet,6320,1583,0,0,0
bebido,drunk,6320,1583,0,0,0
pierdas,you lose,6317,1584,0,0,0
ponlo,Put it,6317,1584,0,0,0
gallina,hen,6317,1584,0,0,0
miguel,Miguel,6315,1584,0,0,0
octubre,October,6307,1586,0,0,0
sentirme,feel,6304,1587,0,0,0
riesgos,Risks,6302,1587,0,0,0
dificil,difficult,6302,1587,0,0,0
besar,kiss,6302,1587,0,0,0
lavar,wash,6299,1588,0,0,0
sacarte,get you,6299,1588,0,0,0
cuyo,whose,6299,1588,0,0,0
cayendo,falling down,6299,1588,0,0,0
emocional,emotional,6297,1589,0,0,0
prometida,fiancee,6295,1589,0,0,0
molestia,inconvenience,6293,1590,0,0,0
christine,Christine,6289,1591,0,0,0
consiga,get,6288,1591,0,0,0
huella,fingerprint,6287,1591,0,0,0
agarra,grabs,6287,1591,0,0,0
karl,Karl,6284,1592,0,0,0
condena,sentence,6281,1593,0,0,0
decírmelo,tell me,6279,1593,0,0,0
cafetería,café,6279,1593,0,0,0
honesta,honest,6278,1593,0,0,0
tómate,tomato,6277,1594,0,0,0
pablo,Pablo,6275,1594,0,0,0
medidas,measures,6275,1594,0,0,0
ofreció,offered,6272,1595,0,0,0
dió,gave,6270,1595,0,0,0
quizas,maybe,6269,1596,0,0,0
celosa,jealous,6269,1596,0,0,0
instinto,instinct,6268,1596,0,0,0
bancos,banks,6265,1597,0,0,0
mías,mine,6259,1598,0,0,0
emocionado,excited,6259,1598,0,0,0
juguete,toy,6258,1598,0,0,0
villa,town,6257,1599,0,0,0
conocida,known,6255,1599,0,0,0
servirá,will serve,6253,1600,0,0,0
norman,Norman,6252,1600,0,0,0
centavo,penny,6250,1601,0,0,0
lincoln,Lincoln,6249,1601,0,0,0
connor,Connor,6248,1601,0,0,0
potencia,power,6246,1602,0,0,0
unido,United,6246,1602,0,0,0
julian,Julian,6246,1602,0,0,0
copias,do you copy,6245,1602,0,0,0
receta,recipe,6242,1603,0,0,0
interesada,interested,6242,1603,0,0,0
seguirá,will follow,6236,1604,0,0,0
oírme,Hear me,6232,1605,0,0,0
normas,rules,6230,1606,0,0,0
cocaína,cocaine,6230,1606,0,0,0
encontrarte,find you,6228,1606,0,0,0
cambie,change,6227,1606,0,0,0
asesinó,killer,6226,1607,0,0,0
huyendo,running away,6223,1607,0,0,0
marihuana,dope,6222,1608,0,0,0
entramos,we enter,6220,1608,0,0,0
congreso,congress,6219,1608,0,0,0
capa,layer,6217,1609,0,0,0
tocó,touched,6217,1609,0,0,0
mágico,magical,6215,1610,0,0,0
beneficios,benefits,6214,1610,0,0,0
aburrida,bored,6212,1610,0,0,0
invito,I invite,6205,1612,0,0,0
período,period,6200,1613,0,0,0
corredor,runner,6199,1614,0,0,0
marte,Mars,6197,1614,0,0,0
ayudaría,would help,6195,1615,0,0,0
cortado,chopped up,6195,1615,0,0,0
mentiste,you lied,6193,1615,0,0,0
olvidaste,You forgot,6190,1616,0,0,0
nieto,grandson,6188,1617,0,0,0
odiaba,I hated,6187,1617,0,0,0
fraude,fraud,6187,1617,0,0,0
zapato,shoe,6181,1618,0,0,0
mantenerlo,keep it,6181,1618,0,0,0
liam,Liam,6180,1619,0,0,0
tiró,shot,6179,1619,0,0,0
sector,sector,6178,1619,0,0,0
conseguirlo,to get it,6176,1620,0,0,0
furgoneta,van,6174,1620,0,0,0
causado,caused,6169,1622,0,0,0
beneficio,benefit,6166,1622,0,0,0
querrías,You would like,6166,1622,0,0,0
graduación,graduation,6162,1623,0,0,0
alejado,remote,6162,1623,0,0,0
junior,junior,6159,1624,0,0,0
complejo,complex,6159,1624,0,0,0
miraba,I looked,6157,1625,0,0,0
patas,paws,6157,1625,0,0,0
columna,column,6155,1625,0,0,0
empieces,You start,6154,1625,0,0,0
bienes,estate,6154,1625,0,0,0
quisieras,You would like,6152,1626,0,0,0
clásico,classic,6152,1626,0,0,0
saque,take out,6151,1626,0,0,0
oírlo,hear it,6151,1626,0,0,0
hígado,liver,6148,1627,0,0,0
robaste,you stole,6144,1628,0,0,0
decías,You said,6143,1628,0,0,0
all,All,6143,1628,0,0,0
lleven,Take,6142,1629,0,0,0
trabajé,I worked,6140,1629,0,0,0
muebles,furniture,6138,1630,0,0,0
actos,Acts,6135,1630,0,0,0
células,Cells,6130,1632,0,0,0
presa,prey,6129,1632,0,0,0
hubiéramos,we would have,6129,1632,0,0,0
travis,Travis,6129,1632,0,0,0
joan,Joan,6123,1634,0,0,0
páginas,pages,6122,1634,0,0,0
raymond,Raymond,6122,1634,0,0,0
llenar,fill,6120,1634,0,0,0
riley,Riley,6119,1635,0,0,0
cambian,They change,6118,1635,0,0,0
sonríe,smile,6116,1636,0,0,0
moscú,Moscow,6116,1636,0,0,0
ordenó,ordered,6111,1637,0,0,0
go,Go,6111,1637,0,0,0
motel,motel,6111,1637,0,0,0
venimos,we come,6110,1637,0,0,0
cuente,Count,6109,1637,0,0,0
a.,to.,6108,1638,0,0,0
preguntes,you ask,6105,1639,0,0,0
mentido,Lie,6105,1639,0,0,0
decidimos,we decided to,6102,1639,0,0,0
house,House,6100,1640,0,0,0
alimentos,food,6099,1640,0,0,0
actúa,Act,6099,1640,0,0,0
prefieres,You prefer,6098,1640,0,0,0
mason,mason,6096,1641,0,0,0
presupuesto,budget,6096,1641,0,0,0
prepárate,Get ready,6094,1641,0,0,0
ubicación,location,6093,1642,0,0,0
etapa,stage,6091,1642,0,0,0
olvidaré,I will forget,6091,1642,0,0,0
trajes,suits,6088,1643,0,0,0
santos,Saints,6086,1644,0,0,0
idioma,language,6086,1644,0,0,0
fruta,fruit,6083,1644,0,0,0
reconoce,recognize,6078,1646,0,0,0
vuela,Flying,6078,1646,0,0,0
ganando,winning,6076,1646,0,0,0
bendición,blessing,6076,1646,0,0,0
luis,Luis,6076,1646,0,0,0
compasión,compassion,6074,1647,0,0,0
reconocer,recognize,6072,1647,0,0,0
desarrollo,development,6072,1647,0,0,0
contarte,tell you,6070,1648,0,0,0
vomitar,vomit,6070,1648,0,0,0
cazador,Hunter,6069,1648,0,0,0
pesca,fishing,6068,1648,0,0,0
arco,bow,6067,1649,0,0,0
wendy,Wendy,6066,1649,0,0,0
llora,cries,6065,1649,0,0,0
abandonó,abandonment,6064,1650,0,0,0
supiste,You knew,6062,1650,0,0,0
abogada,lawyer,6061,1650,0,0,0
fama,fame,6060,1651,0,0,0
plano,flat,6059,1651,0,0,0
elige,choose,6054,1652,0,0,0
maíz,corn,6054,1652,0,0,0
remedio,remedy,6052,1653,0,0,0
harta,fed up,6050,1653,0,0,0
maria,Maria,6047,1654,0,0,0
muéstrame,show me,6046,1654,0,0,0
audrey,Audrey,6045,1655,0,0,0
acostumbrado,used to,6043,1655,0,0,0
green,green,6041,1656,0,0,0
leonard,Leonard,6039,1656,0,0,0
disfraz,costume,6035,1658,0,0,0
termino,term,6033,1658,0,0,0
hombros,shoulders,6033,1658,0,0,0
química,chemistry,6031,1659,0,0,0
vela,candle,6031,1659,0,0,0
muelle,dock,6029,1659,0,0,0
tiroteo,shooting,6025,1660,0,0,0
dirigir,lead,6023,1661,0,0,0
enterrado,buried,6022,1661,0,0,0
acento,accent,6021,1661,0,0,0
psiquiatra,psychiatrist,6018,1662,0,0,0
escoger,choose,6016,1663,0,0,0
estupenda,great,6015,1663,0,0,0
canadá,Canada,6009,1665,0,0,0
indica,indicates,6007,1665,0,0,0
deudas,debts,6001,1667,0,0,0
subiendo,going up,5999,1667,0,0,0
bla,blah,5998,1668,0,0,0
desayunar,have breakfast,5997,1668,0,0,0
tomaron,They took,5994,1669,0,0,0
fines,purposes,5992,1669,0,0,0
espíritus,Spirits,5991,1670,0,0,0
ingeniero,engineer,5991,1670,0,0,0
cráneo,skull,5988,1671,0,0,0
desesperado,desperate,5987,1671,0,0,0
baby,Baby,5982,1672,0,0,0
separados,separated,5977,1674,0,0,0
queja,complaint,5976,1674,0,0,0
jugada,move,5975,1674,0,0,0
bajando,going down,5975,1674,0,0,0
signos,signs,5974,1674,0,0,0
dirías,You would say,5973,1675,0,0,0
von,von,5971,1675,0,0,0
buscaré,I will search,5970,1676,0,0,0
comen,eat,5969,1676,0,0,0
hong,Hong,5968,1676,0,0,0
pediré,I will ask,5967,1676,0,0,0
documento,document,5967,1676,0,0,0
descripción,description,5966,1677,0,0,0
tercero,third,5965,1677,0,0,0
estructura,structure,5965,1677,0,0,0
rehenes,hostages,5961,1678,0,0,0
lleguen,arrive,5956,1679,0,0,0
botellas,bottles,5956,1679,0,0,0
encuentren,find,5955,1680,0,0,0
bomberos,firefighters,5953,1680,0,0,0
horno,oven,5950,1681,0,0,0
préstamo,loan,5947,1682,0,0,0
black,Black,5947,1682,0,0,0
tratamos,We treat,5947,1682,0,0,0
autopsia,autopsy,5942,1683,0,0,0
ocupados,occupied,5941,1684,0,0,0
penny,Penny,5941,1684,0,0,0
metí,I put,5941,1684,0,0,0
pares,peers,5940,1684,0,0,0
propietario,owner,5938,1685,0,0,0
supieras,You knew,5937,1685,0,0,0
adecuada,adequate,5937,1685,0,0,0
cuarenta,forty,5936,1685,0,0,0
profesión,profession,5935,1685,0,0,0
británico,British,5934,1686,0,0,0
exámenes,exams,5930,1687,0,0,0
tracy,tracy,5925,1688,0,0,0
evan,Evan,5921,1689,0,0,0
seth,Seth,5919,1690,0,0,0
moleste,Mother,5919,1690,0,0,0
agosto,August,5916,1691,0,0,0
logró,achievement,5914,1691,0,0,0
marchar,to March,5913,1692,0,0,0
logan,Logan,5913,1692,0,0,0
crecido,grown up,5913,1692,0,0,0
representante,representative,5911,1692,0,0,0
empiezas,You start,5908,1693,0,0,0
tareas,tasks,5908,1693,0,0,0
gabriel,Gabriel,5908,1693,0,0,0
vodka,vodka,5908,1693,0,0,0
dí,gave,5907,1693,0,0,0
re,re,5906,1694,0,0,0
terribles,terrible,5904,1694,0,0,0
infeliz,unhappy,5903,1695,0,0,0
enormes,huge,5903,1695,0,0,0
geniales,Great,5902,1695,0,0,0
generoso,generous,5901,1695,0,0,0
brindis,toast,5897,1696,0,0,0
rita,Rita,5892,1698,0,0,0
directa,direct,5890,1698,0,0,0
hacéis,You do,5884,1700,0,0,0
actualmente,at the moment,5884,1700,0,0,0
rifle,rifle,5881,1701,0,0,0
casino,casino,5881,1701,0,0,0
logro,achievement,5880,1701,0,0,0
trajeron,They brought,5879,1701,0,0,0
celos,jealousy,5878,1702,0,0,0
artículos,articles,5878,1702,0,0,0
estable,stable,5878,1702,0,0,0
escuadrón,squadron,5877,1702,0,0,0
ciudadano,citizen,5875,1703,0,0,0
colin,Colin,5874,1703,0,0,0
sospecha,suspicion,5871,1704,0,0,0
violento,violent,5870,1704,0,0,0
engañado,cheated,5869,1704,0,0,0
relacionado,related,5868,1705,0,0,0
niega,denies,5864,1706,0,0,0
vietnam,Vietnam,5862,1706,0,0,0
batman,Batman,5861,1707,0,0,0
vendió,sold,5860,1707,0,0,0
ralph,Ralph,5855,1708,0,0,0
chaval,kid,5852,1709,0,0,0
macho,male,5849,1710,0,0,0
allison,Allison,5848,1710,0,0,0
menores,minors,5846,1711,0,0,0
constantemente,constantly,5844,1712,0,0,0
conozca,Know,5844,1712,0,0,0
directora,director,5837,1714,0,0,0
borracha,drunk,5836,1714,0,0,0
ventas,sales,5836,1714,0,0,0
alivio,relief,5836,1714,0,0,0
trauma,trauma,5834,1715,0,0,0
enseñarte,teach you,5834,1715,0,0,0
estadounidenses,Americans,5833,1715,0,0,0
necesidades,needs,5833,1715,0,0,0
bart,Bart,5832,1715,0,0,0
exposición,exposure,5830,1716,0,0,0
negociar,negotiate,5829,1716,0,0,0
todavia,still,5828,1716,0,0,0
explicarlo,Explain it,5826,1717,0,0,0
copas,Cups,5824,1718,0,0,0
golpea,hit,5824,1718,0,0,0
edificios,buildings,5824,1718,0,0,0
región,region,5823,1718,0,0,0
duros,Hard,5823,1718,0,0,0
moviendo,moving,5821,1718,0,0,0
kitty,Kitty,5820,1719,0,0,0
aman,love,5817,1720,0,0,0
kong,Kong,5817,1720,0,0,0
ford,Ford,5817,1720,0,0,0
shh,SHH,5816,1720,0,0,0
lógica,logic,5815,1720,0,0,0
eligió,elected,5813,1721,0,0,0
sammy,Sammy,5808,1722,0,0,0
sangrando,bleeding out,5806,1723,0,0,0
jefes,bosses,5805,1723,0,0,0
comió,ate,5804,1723,0,0,0
traducido,translated,5803,1724,0,0,0
narices,nose,5803,1724,0,0,0
deberes,homework,5802,1724,0,0,0
grito,shout,5800,1725,0,0,0
empresas,companies,5800,1725,0,0,0
contactos,Contacts,5796,1726,0,0,0
engaño,deception,5796,1726,0,0,0
acusación,accusation,5795,1726,0,0,0
cirujano,surgeon,5795,1726,0,0,0
pagando,paying,5795,1726,0,0,0
cenizas,ashes,5794,1726,0,0,0
retraso,delay,5793,1727,0,0,0
asesinar,murder,5788,1728,0,0,0
mentí,I lied,5788,1728,0,0,0
imaginas,You imagine,5787,1729,0,0,0
haciéndolo,doing it,5786,1729,0,0,0
ocurriendo,happening,5786,1729,0,0,0
pechos,Breasts,5785,1729,0,0,0
solicitud,application,5785,1729,0,0,0
enfermedades,diseases,5783,1730,0,0,0
soporto,stood,5783,1730,0,0,0
buscarla,look for her,5782,1730,0,0,0
mona,monkey,5776,1732,0,0,0
fresca,fresh,5776,1732,0,0,0
prioridad,priority,5773,1733,0,0,0
mentes,minds,5771,1733,0,0,0
francos,Franks,5770,1734,0,0,0
rumor,rumor,5769,1734,0,0,0
confías,You trust,5767,1735,0,0,0
dibujo,drawing,5767,1735,0,0,0
saliste,did you go out,5763,1736,0,0,0
contaste,You told,5763,1736,0,0,0
buscarte,look for you,5763,1736,0,0,0
prefiere,prefers,5762,1736,0,0,0
almirante,admiral,5762,1736,0,0,0
gastar,spend,5761,1736,0,0,0
vendrás,You will come,5759,1737,0,0,0
use,Use,5758,1737,0,0,0
craig,Craig,5758,1737,0,0,0
warren,Warren,5756,1738,0,0,0
conjunto,set,5756,1738,0,0,0
profesionales,professionals,5753,1739,0,0,0
ciertos,some,5753,1739,0,0,0
verdes,green,5753,1739,0,0,0
invitó,invited,5752,1739,0,0,0
alumnos,students,5752,1739,0,0,0
presentó,presented,5751,1739,0,0,0
informar,inform,5751,1739,0,0,0
cortó,short,5750,1740,0,0,0
maya,Maya,5750,1740,0,0,0
apagar,to turn off,5749,1740,0,0,0
malditas,Damn,5749,1740,0,0,0
harían,They would do,5746,1741,0,0,0
nelson,Nelson,5745,1741,0,0,0
besos,kisses,5745,1741,0,0,0
graciosa,funny,5744,1741,0,0,0
chinos,Chinese,5744,1741,0,0,0
noviembre,November,5744,1741,0,0,0
invisible,invisible,5743,1742,0,0,0
contarme,tell me,5742,1742,0,0,0
economía,economy,5742,1742,0,0,0
logramos,We achieved,5738,1743,0,0,0
combinación,combination,5736,1744,0,0,0
enfermos,sick,5735,1744,0,0,0
conectado,connected,5733,1745,0,0,0
sucederá,It will happen,5733,1745,0,0,0
asumir,assume,5731,1745,0,0,0
rusa,Russian,5721,1748,0,0,0
habitual,usual,5718,1749,0,0,0
id,id,5717,1750,0,0,0
posesión,possession,5716,1750,0,0,0
inténtalo,Try it,5714,1751,0,0,0
ministerio,ministry,5714,1751,0,0,0
saludable,healthy,5712,1751,0,0,0
firmado,signed,5711,1752,0,0,0
oreja,ear,5710,1752,0,0,0
calientes,hot,5709,1752,0,0,0
personajes,characters,5708,1752,0,0,0
liberar,release,5708,1752,0,0,0
cogió,He took,5707,1753,0,0,0
toro,bull,5707,1753,0,0,0
pintar,paint,5705,1753,0,0,0
eternidad,eternity,5705,1753,0,0,0
similar,similar,5704,1754,0,0,0
sobrina,niece,5702,1754,0,0,0
tortura,torture,5701,1755,0,0,0
máxima,maximum,5700,1755,0,0,0
franco,Frank,5699,1755,0,0,0
earl,Earl,5698,1756,0,0,0
raras,Rare,5696,1756,0,0,0
paige,Paige,5696,1756,0,0,0
espérame,wait for me,5695,1756,0,0,0
nene,baby,5691,1758,0,0,0
deportes,sports,5691,1758,0,0,0
sígueme,Follow me,5689,1758,0,0,0
sra,mrs,5687,1759,0,0,0
pulmones,lungs,5687,1759,0,0,0
cuánta,How much,5685,1760,0,0,0
necesitaremos,we will need,5684,1760,0,0,0
isabel,Isabel,5682,1760,0,0,0
acabará,It will end,5680,1761,0,0,0
manzanas,apples,5679,1761,0,0,0
ratón,mouse,5679,1761,0,0,0
eléctrica,Electric,5676,1762,0,0,0
ee,EE,5676,1762,0,0,0
productor,producer,5675,1763,0,0,0
quédense,stay,5674,1763,0,0,0
demuestra,shows,5673,1763,0,0,0
lauren,Lauren,5672,1764,0,0,0
eventos,events,5671,1764,0,0,0
entendiste,You understood,5668,1765,0,0,0
v,v,5666,1765,0,0,0
reciente,recent,5665,1766,0,0,0
empiezan,They begin,5665,1766,0,0,0
pasaste,You passed,5664,1766,0,0,0
enfrentar,deal,5663,1766,0,0,0
dejaba,I left,5663,1766,0,0,0
escucharme,listen to me,5659,1768,0,0,0
apariencia,appearance,5657,1768,0,0,0
aves,birds,5657,1768,0,0,0
radiación,radiation,5657,1768,0,0,0
advierto,I warn,5656,1769,0,0,0
quemado,Burned,5654,1769,0,0,0
corea,Korea,5654,1769,0,0,0
sandy,Sandy,5653,1769,0,0,0
síntomas,symptoms,5652,1770,0,0,0
japoneses,Japanese,5652,1770,0,0,0
kurt,Kurt,5650,1770,0,0,0
juzgar,judge,5644,1772,0,0,0
adrian,Adrian,5644,1772,0,0,0
cervezas,beers,5643,1773,0,0,0
quemar,burn,5642,1773,0,0,0
kent,Kent,5641,1773,0,0,0
marzo,March,5639,1774,0,0,0
meterme,Get me,5639,1774,0,0,0
cuarta,quarter,5638,1774,0,0,0
gatillo,trigger,5635,1775,0,0,0
azar,random,5635,1775,0,0,0
soledad,loneliness,5635,1775,0,0,0
vera,Vera,5634,1775,0,0,0
método,method,5634,1775,0,0,0
creciendo,growing,5634,1775,0,0,0
amenazas,Threats,5634,1775,0,0,0
alfa,alpha,5633,1776,0,0,0
afecta,it affects,5633,1776,0,0,0
alguacil,sheriff,5633,1776,0,0,0
jugado,played,5631,1776,0,0,0
excepción,exception,5630,1777,0,0,0
dignidad,dignity,5628,1777,0,0,0
graves,Serious,5628,1777,0,0,0
riendo,laughing,5627,1778,0,0,0
aaron,Aaron,5623,1779,0,0,0
pasear,sightseeing,5623,1779,0,0,0
autorización,authorization,5622,1779,0,0,0
concepto,concept,5618,1780,0,0,0
enseñado,taught,5618,1780,0,0,0
molestes,bounted,5617,1781,0,0,0
volvieron,They returned,5617,1781,0,0,0
llevaría,I would carry,5614,1782,0,0,0
pato,duck,5613,1782,0,0,0
duncan,Duncan,5612,1782,0,0,0
padrino,godfather,5612,1782,0,0,0
vigila,Watch,5612,1782,0,0,0
generalmente,generally,5610,1783,0,0,0
quedando,staying,5609,1783,0,0,0
numero,number,5609,1783,0,0,0
permiten,allow,5602,1786,0,0,0
bebo,I drink,5601,1786,0,0,0
contratar,hire,5600,1786,0,0,0
pides,You ask,5600,1786,0,0,0
administración,administration,5599,1787,0,0,0
continúe,Continue,5595,1788,0,0,0
eli,Eli,5592,1789,0,0,0
case,case,5591,1789,0,0,0
inusual,unusual,5584,1791,0,0,0
feria,fair,5580,1793,0,0,0
mancha,stain,5578,1793,0,0,0
leal,loyal,5578,1793,0,0,0
transmisión,transmission,5577,1794,0,0,0
tranquilízate,calm down,5576,1794,0,0,0
asociación,association,5576,1794,0,0,0
corran,They run,5574,1795,0,0,0
seguiremos,will follow,5574,1795,0,0,0
parto,Birth,5573,1795,0,0,0
pegado,glued,5573,1795,0,0,0
